code_magasin|identifiant_produit|ca
08206|640AF24956|2845.21
08206|E9E4339F53|700.3599999999999
08206|D1305E8649|493.86000000000007
08206|299EA20198|472.7699999999997
08206|8D60DCE9B6|360.2800000000004
08206|49524DECD4|322.90999999999985
08206|72093D03D4|314.0599999999997
08206|BAEB404EE6|285.6699999999999
08206|D6E12D7D99|285.04999999999995
08206|065FDDD5DF|281.5799999999999
08206|972E1843B1|280.88999999999993
08206|EE5E6511F7|263.80999999999995
08206|E0BC72EAE2|254.60999999999987
08206|ADE0074FD9|243.41999999999987
08206|3CD42BDD53|239.19999999999982
08206|F17276C8A9|239.02000000000007
08206|01FE9EA559|237.28
08206|0DECCE7B57|234.8699999999999
08206|5DD10AD329|234.06000000000003
08206|DFFB3D8C43|225.7499999999999
08206|92328AD08C|214.58000000000004
08206|C63DF2D5BA|193.51999999999978
08206|62CFD7B4DF|189.16000000000008
08206|2B58CC6AD0|187.12999999999997
08206|5E5AB8CD23|185.0500000000001
08206|E4E165AFD5|178.54000000000005
08206|DEE8CED9B6|178.47999999999993
08206|A6ACA5708B|170.71000000000004
08206|30D7EB24D5|168.10000000000002
08206|99ED0151B5|167.11
08206|71FFF79DCA|164.43999999999997
08206|2A25FC1891|160.96
08206|9012BB30EB|159.77
08206|8D0FADCA99|158.73000000000016
08206|6F7B7811AD|157.27
08206|7336CDEE89|157.17000000000004
08206|76FDC684C5|154.32
08206|11396CBE18|152.10000000000005
08206|A3437CAD1F|150.85999999999999
08206|47E9DD965D|150.54999999999998
08206|60A4B9CBAD|150.15
08206|0B34028D29|144.14000000000004
08206|8EF4E3BD3A|143.76999999999998
08206|7A989F2816|143.48999999999998
08206|8835C207D4|141.76999999999995
08206|87E61B8BAF|141.42999999999998
08206|7B133B3FE9|138.06
08206|51A39A61A2|135.51999999999998
08206|942FABCE61|133.98000000000002
08206|ECB817A406|131.6299999999999
08206|2EC2D3F87D|131.14000000000004
08206|D4F4A00B95|131.06
08206|7D1A787557|129.03000000000003
08206|44DD63E97E|123.00000000000003
08206|D0F5F4BFA5|122.78
08206|1F66603F0B|119.50999999999996
08206|434F8A1BDE|118.94000000000003
08206|8AB366F8B2|116.21
08206|DAF5678753|115.73
08206|58544FD07A|115.00000000000001
08206|A5447EA3B8|114.48000000000002
08206|4D8B11010E|114.24000000000004
08206|429C11E2D2|113.50000000000001
08206|CF5DC9F02B|112.92000000000003
08206|37DBAD1521|112.27000000000002
08206|FE814FD2C7|112.02000000000001
08206|9025FD57D2|111.55
08206|2DFE000DF7|111.37999999999998
08206|4D22D0E3FE|111.32999999999996
08206|972B18A95C|110.97999999999999
08206|1BB0376F58|110.11999999999999
08206|C8FE303BD7|108.49999999999997
08206|482F14067C|107.38000000000001
08206|0B622E5F0A|106.91999999999997
08206|DE83B4E728|106.71999999999998
08206|45D7311573|106.46000000000001
08206|C2C607FC6D|104.49
08206|7ADE7C1D62|101.47999999999998
08206|029C84A644|101.37999999999998
08206|04C8502C6D|100.96999999999996
08206|2DD67005E7|100.84000000000007
08206|21AAE3A92C|100.21999999999998
08206|28EAFCC7EB|99.32
08206|22EA4ED242|99.12
08206|48F1F47D97|99.11000000000001
08206|12654AB00A|99.07
08206|F0ABAE2C71|96.53999999999998
08206|8E5C7AFB1B|96.23
08206|BDABF1B3DD|95.06
08206|52246EBA02|93.16000000000001
08206|FB7AC97FFB|91.36999999999996
08206|AEF332A9EA|91.05999999999997
08206|3B034AE453|91.01
08206|5615B48285|90.9
08206|E2AF5556FF|90.4
08206|82046E7769|90.22
08206|CACCE8C4A1|90.10999999999999
08206|9ED4FE8EFA|90.0
08206|C2D62D0345|89.70000000000002
08206|0037ECD422|88.66000000000003
