code_magasin|identifiant_produit|ca
0421||36060.83999999977
0421|951CF7DC78|20881.260000000104
0421|3D367B92F0|17745.67000000029
0421|BF4FA3E8D2|14518.969999999477
0421|B580E681DE|11633.769999999999
0421|81D966D6EC|9797.89999999977
0421|0129F49447|9585.160000000018
0421|AED8DA0F93|8605.689999999991
0421|A7BC716F19|8576.500000000193
0421|5CB5899305|6661.019999999927
0421|9EA5D8BFBF|6646.559999999918
0421|C889623278|6073.900000000009
0421|3964945F40|5810.5700000000015
0421|9981200416|5725.079999999986
0421|6DF1EC5E22|5717.129999999979
0421|7C487F8C80|5193.0
0421|C191751693|4499.69999999995
0421|58BF68ADF2|4430.019999999997
0421|25561B13AA|4268.620000000018
0421|D5AC38C674|4111.270000000021
0421|C5D35B8575|3985.2800000000234
0421|94DCEA9C21|3537.070000000014
0421|B9433080C9|3518.0099999999975
0421|1AE61D905A|3480.909999999976
0421|142E4CDF46|3424.190000000021
0421|9494470974|3396.5999999999913
0421|8E504FA830|3281.2399999999966
0421|E63E6B387B|3265.3899999999817
0421|3F179BC272|3198.0300000000047
0421|CA01F73344|3088.2700000000023
0421|CCAF8EE07A|3053.060000000013
0421|8857C0A6DA|3012.3200000000024
0421|7A56CBE382|2973.7200000000144
0421|525B4556D1|2971.9500000000403
0421|7D2121011A|2962.7899999999927
0421|C4DC581F80|2835.7199999999953
0421|CCF7E8D251|2739.209999999995
0421|F70E313A66|2728.92000000002
0421|A08244997D|2715.620000000015
0421|5DAF343354|2655.5999999999685
0421|1565470D4F|2655.400000000024
0421|A6969FF78E|2651.3300000000036
0421|C22DC3D4FF|2594.0599999999945
0421|C30AA8134C|2575.5199999999995
0421|6039500DAF|2567.0699999999983
0421|A7E7FA409D|2510.0299999999993
0421|4EC4F33E9B|2492.4400000000046
0421|DD500343FC|2451.320000000003
0421|FBA9EE4BC0|2435.929999999994
0421|E31E0AF84F|2431.1900000000005
0421|942FABCE61|2320.520000000002
0421|76C9474C06|2242.3500000000017
0421|87E61B8BAF|2222.179999999999
0421|037302C87E|2209.7699999999995
0421|317B47BD37|2208.3699999999953
0421|167BB51812|2188.2200000000266
0421|92B6FCA35A|2179.5899999999965
0421|98DCD635BC|2158.7300000000037
0421|894C1FB4AF|2145.7399999999957
0421|097F6BCDDD|2142.239999999997
0421|4E4C627E61|2110.499999999999
0421|9FBECBFF91|2090.5000000000095
0421|DA9447A83C|2037.5199999999948
0421|52AFCBA5FA|2022.6399999999906
0421|DE9FA22B57|2019.5699999999931
0421|1385E44953|2014.500000000007
0421|A0E39E7DCE|2013.1500000000012
0421|7430FBDC1C|1987.1399999999924
0421|4909F5D336|1983.460000000008
0421|7028262245|1956.5800000000002
0421|5B49DD37F1|1925.3500000000029
0421|DF3A8418BB|1920.5499999999938
0421|BF0D834F18|1906.0300000000066
0421|B9864F323C|1880.2099999999932
0421|C7D9F57D50|1879.9499999999894
0421|927CAD2EA7|1858.5600000000074
0421|4E99B962DE|1833.799999999994
0421|2356D54162|1832.6900000000005
0421|E4164FC599|1815.8100000000027
0421|A3437CAD1F|1813.5899999999904
0421|74F1BBA859|1751.7999999999981
0421|34E32D45CE|1750.240000000007
0421|A18F62FE5D|1740.1100000000004
0421|66540E2ABE|1724.8000000000013
0421|B7F76B6871|1698.7999999999986
0421|C7839D8D3F|1698.629999999996
0421|3EF7690D1B|1665.4700000000014
0421|D9FB1BCD03|1661.0399999999959
0421|9B484B21C4|1640.959999999998
0421|C4D360FE44|1615.85
0421|F8BA130741|1603.0500000000059
0421|9B9A14C482|1601.2299999999964
0421|BC7A94E404|1592.6900000000064
0421|2B88DB9C82|1570.5499999999954
0421|ED14CF5756|1564.9200000000021
0421|E36D35661B|1535.1799999999964
0421|F5599C8750|1534.9400000000028
0421|24C73A5F4E|1532.4
0421|A0FCBB4406|1525.0699999999956
0421|4EFE5370C1|1524.3499999999947
