code_magasin|identifiant_produit|ca
56930|FD27BB8095|1213.9900000000005
56930|49F167E955|409.4000000000001
56930|3C1334F315|183.23999999999998
56930|EA31D63E6E|104.85000000000002
56930|A26E3C797F|101.85000000000001
56930|4552E611A2|88.9
56930|96AF92F651|88.88
56930|9C013B69E5|82.01
56930|0F2624D054|81.61999999999999
56930|2598529111|70.34
56930|70D664AE8B|62.24999999999999
56930|79333B5BED|60.290000000000006
56930|C3F3831864|56.059999999999995
56930|82390127A5|53.459999999999994
56930|972E1843B1|50.42999999999999
56930|7AEDA37E11|49.46999999999999
56930|5AC5B12076|49.01
56930|1C8A931FDB|48.860000000000014
56930|8FE239CAFA|42.55
56930|CA1CCEBBCC|42.3
56930|84EE59B687|40.07
56930|F8F35E2E07|39.24
56930|4760E597F8|38.49999999999999
56930|99BF97D027|38.489999999999995
56930|8001D9AF61|37.94
56930|0298456462|37.85
56930|8BA9A8EDD0|37.52
56930|0E20056C58|37.42
56930|5282E0F4CE|36.16
56930|0A0D671FD6|36.13
56930|61D0937753|36.12
56930|E2A6E2C2A9|36.11
56930|7598F4B9EB|35.8
56930|992D378316|34.129999999999995
56930|F89328E988|33.67
56930|302B918C80|33.24
56930|0FF5FCBA4E|31.380000000000003
56930|17BF23C4E4|31.37
56930|D585F7AA0B|31.28
56930|9CB4E7258C|31.11
56930|9BDA77E6BF|30.990000000000002
56930|D11724CD8C|29.299999999999997
56930|303062C8FB|28.940000000000005
56930|5BFCF481E6|28.74
56930|474026C1B4|28.549999999999997
56930|0395723453|28.02
56930|FA6393E80B|28.02
56930|F057F555B1|27.840000000000003
56930|5CD4CB4888|27.44
56930|08E971DAD4|26.6
56930|096E96F6F8|26.18000000000001
56930|EF81B1EE4B|26.15
56930|C4F9E7B837|25.720000000000002
56930|7CEC54DC2A|24.509999999999998
56930|7073FF827D|24.37
56930|222DBD580A|24.279999999999998
56930|1915101082|23.79
56930|6633AE8555|23.74
56930|9C4CD520E9|23.58
56930|29A04E9BEC|22.93
56930|21D84CB212|22.76
56930|2FCD3320BD|22.02
56930|228088A7B3|21.990000000000002
56930|5E7699C6F0|21.7
56930|E31E0AF84F|21.5
56930|A3437CAD1F|21.49
56930|325AB2A671|21.05
56930|42BBD07EB9|20.7
56930|15B0901DA5|20.11
56930|5C4E190F5B|20.1
56930|0A7CD85DF4|20.07
56930|72297F860A|20.04
56930|46BE4CB83C|19.92
56930|CC730168B4|19.919999999999998
56930|3F5ACBEDA5|19.880000000000003
56930|20C687452D|19.68
56930|96858B7628|19.53
56930|532900620F|19.5
56930|69682C8D49|19.46
56930|842AFA15F2|19.44
56930|230BFAD698|19.360000000000003
56930|EB68538EE6|19.24
56930|2B62BBA06D|18.98
56930|4B41FFEEA4|18.84
56930|534697ADBD|18.830000000000002
56930|012A236FBB|18.76
56930|DCED7D3074|18.74
56930|9491BF4817|18.650000000000002
56930|65F4D6B4EA|18.54
56930|DC8A835D78|18.28
56930|BB2146E6EC|18.2
56930|6D789A216C|18.060000000000002
56930|E3F8B5934B|18.040000000000003
56930|C0E354B3F7|17.98
56930|2FB4C59600|17.96
56930|56A19942B7|17.94
56930|6CBE887A4D|17.88
56930|D3FBAB789E|17.8
56930|D6261B98C4|17.8
56930|3E47D8FC82|17.66
