code_magasin|identifiant_produit|ca
42338|12937A2BE5|532.5300000000004
42338|95627A4E32|510.6999999999999
42338|87E61B8BAF|427.8499999999996
42338|EE5E6511F7|397.79999999999995
42338|DEA907CE8C|389.99000000000007
42338|08E971DAD4|383.02
42338|6FCC7D25A9|318.6700000000003
42338|226C4BE9DB|270.1599999999997
42338|9207067734|240.10999999999984
42338|5BFCF481E6|225.60000000000008
42338|AE84F4537A|214.42000000000007
42338|972B18A95C|197.40000000000003
42338|54A5809D56|196.01999999999995
42338|2C877BCBE5|191.5200000000002
42338|56A19942B7|178.3100000000001
42338|A2353C3A64|178.03999999999996
42338|5BF9FF96DF|177.93000000000006
42338|8EC333E064|170.75000000000006
42338|A23F0A5C40|169.66
42338|72CDB0EDFA|168.07999999999998
42338|1915101082|167.85999999999996
42338|638B02B7A5|166.98000000000005
42338|4760E597F8|162.95999999999998
42338|1073F6DF5D|162.60000000000002
42338|6BBFEE8784|161.62
42338|0A7CD85DF4|161.48999999999998
42338|ADD71A243C|160.54000000000002
42338|82D1829EEA|158.88000000000005
42338|20B34B2789|154.79999999999998
42338|5043C15DB4|153.81999999999994
42338|EE92290CA6|148.39000000000001
42338|D90143823D|145.6
42338|84EE59B687|144.76
42338|E415A2CE3C|144.24000000000004
42338|F5D80273E9|142.15000000000006
42338|EFEC93F4C2|142.14000000000007
42338|7F79CDB0F4|140.25
42338|50AF39F953|139.76999999999995
42338|3FEBA4379A|138.96000000000006
42338|F127A1923C|137.89999999999998
42338|2A75A0F759|136.23999999999995
42338|7DFA7771F8|135.9
42338|0958F32DC7|134.71000000000004
42338|5CCF3F857E|134.17
42338|69F6A0BD9D|132.77
42338|8FA5C99568|131.66999999999996
42338|D69EAF8739|130.16000000000003
42338|0E20056C58|129.99
42338|B46C074694|126.97999999999996
42338|C3DCA7E1B5|126.39999999999995
42338|63B6A60006|125.32000000000001
42338|DC1D8EC6E3|124.92999999999999
42338|E0A304F909|122.91000000000005
42338|64FB29EB58|119.09000000000003
42338|DC070DDE53|118.80000000000003
42338|7438E08F47|118.80000000000001
42338|22B2F3895D|117.42999999999998
42338|7E6413923B|117.35999999999994
42338|373F52A90E|115.64000000000001
42338|ECBF14BD6B|114.23000000000003
42338|9BDA77E6BF|113.27999999999999
42338|434E51EEA5|113.16000000000003
42338|66160C98FA|113.04
42338|91B7824F1B|112.79999999999997
42338|9E0CED529D|112.37999999999998
42338|46185D3A5F|111.86000000000008
42338|352B87A3A7|111.47999999999999
42338|A3F08EBA63|111.14999999999998
42338|19ADBC7743|110.97
42338|EDA88857E6|110.31999999999998
42338|E44947CBB6|109.79999999999995
42338|906F0422C8|108.57000000000001
42338|8EBDF28ED8|108.47999999999996
42338|859790EE6C|107.10000000000004
42338|BEA0556CF7|106.88000000000002
42338|34E119AFF9|105.0
42338|DA63EE62BA|104.64
42338|85F46345D3|103.47999999999998
42338|518AF0DF2B|102.57
42338|10679BA2C0|101.59000000000002
42338|FD27BB8095|100.56999999999998
42338|558307D0CE|99.11000000000001
42338|434F8A1BDE|97.85999999999999
42338|8CCCF676AC|97.49999999999999
42338|8DB4B2A688|96.80000000000004
42338|08861060A5|94.2
42338|54C119533D|93.89000000000001
42338|74286AC260|93.72000000000001
42338|729904ECFC|93.31000000000002
42338|2CAC8E59E3|93.3
42338|0DD5E14B21|92.80999999999997
42338|9EF3BF7F2D|92.76000000000003
42338|C4601FB97A|92.59000000000002
42338|202F02575F|91.96
42338|44DD63E97E|90.90000000000002
42338|132C7C2CD6|90.20000000000002
42338|E20B20985E|90.09
42338|DE83B4E728|89.75999999999998
42338|2A584E6C4B|89.21
42338|FD74AFCF68|88.30999999999999
