code_magasin|identifiant_produit|ca
74840|FD27BB8095|417.44000000000005
74840|AA38C97CF5|357.45999999999975
74840|4F40964261|149.11999999999998
74840|33F8B18F21|144.0
74840|685381FA5F|106.09000000000002
74840|ECBDBB72F8|105.59999999999998
74840|3D13393357|87.86000000000001
74840|F3C62D6101|86.07000000000001
74840|85EE2F889E|85.27000000000002
74840|7F79CDB0F4|75.09000000000002
74840|A8A6117F83|73.69999999999999
74840|FCDA06BA89|61.25
74840|9F6B154C47|59.139999999999986
74840|17F5A7A444|56.83000000000001
74840|D2F4BE3877|54.75
74840|836B0F0F4C|46.51
74840|4F33B8F4AF|43.35
74840|845898A5B2|39.56
74840|EC7E584D80|37.99
74840|E39DF04B74|37.31
74840|29D9DDD0D1|36.57
74840|2AE598D880|35.48
74840|48DA6CABC9|35.019999999999996
74840|1F44089DDF|34.410000000000004
74840|CC730168B4|32.93000000000001
74840|0D9900ED89|32.76
74840|331F558F89|32.629999999999995
74840|4D22D0E3FE|31.9
74840|F6CADC5686|31.7
74840|92A26C5CBD|31.479999999999997
74840|D168AB9427|31.29
74840|DFAAC8989A|30.7
74840|FC00E8C752|30.539999999999996
74840|7F901C5B80|30.0
74840|EF81B1EE4B|29.979999999999997
74840|4EEB996014|29.94
74840|A071EB5F43|29.73
74840|68EC380AD4|29.64
74840|6244567802|29.28
74840|DE83B4E728|28.77
74840|F127A1923C|28.4
74840|F6587FA3C9|28.07
74840|CA1CCEBBCC|27.85
74840|56C2AD0EF2|27.839999999999996
74840|5C4E190F5B|27.78
74840|B9DA5FDD90|27.48
74840|1CFF028C04|26.68
74840|5DF5A44F36|26.549999999999997
74840|B960CE842F|26.31
74840|040C4BAE7F|25.950000000000003
74840|0A0B14DF9F|25.84
74840|56A19942B7|25.68
74840|B17AF11DF9|25.349999999999998
74840|3CD42BDD53|24.93
74840|96AF92F651|24.78
74840|BCF1C66A51|24.21
74840|01DD2F1675|24.169999999999998
74840|A0BD7592F6|23.61
74840|787ABEAE09|22.280000000000005
74840|1B82171B14|22.259999999999998
74840|7754D5639D|22.11
74840|1ED658D879|21.92
74840|19ADBC7743|21.88
74840|373F52A90E|21.6
74840|FB868D8FBF|21.18
74840|1D3C8241F4|20.78
74840|A5447EA3B8|19.8
74840|2CBAF44F90|19.74
74840|E7A5097875|19.58
74840|8FDC183EE5|19.56
74840|73DE22F35E|19.5
74840|9D6535FB01|19.47
74840|16699FC268|19.1
74840|63F3707677|19.08
74840|2A79DB700E|19.04
74840|2B62BBA06D|18.98
74840|BF007CB185|18.98
74840|438648928A|18.93
74840|84EE59B687|18.84
74840|A502FA3542|18.31
74840|8EE15EF613|18.259999999999998
74840|041C89945D|18.24
74840|F5D80273E9|18.08
74840|DCBE6FFD64|18.06
74840|97DBA7B70A|18.04
74840|7FE86F7E90|17.81
74840|911DC77E8F|17.74
74840|B6E978B096|17.64
74840|EF836025E4|17.48
74840|073BD438FD|17.46
74840|9B9A14C482|17.4
74840|9C4CD520E9|17.33
74840|EAC89872A5|17.14
74840|5C8D39B407|17.1
74840|981F280812|16.95
74840|79C67195B8|16.92
74840|1D7674D003|16.82
74840|D168D5E0C8|16.74
74840|0A00768FBF|16.72
74840|C22DC3D4FF|16.65
