code_magasin|identifiant_produit|ca
2323|951CF7DC78|4744.749999999991
2323|B580E681DE|3144.5600000000018
2323|9EA5D8BFBF|2499.669999999984
2323|525B4556D1|2315.3200000000384
2323|25561B13AA|1752.8199999999956
2323|C191751693|1703.660000000008
2323|81D966D6EC|1370.949999999999
2323|AED8DA0F93|1270.0399999999995
2323|9F35291BED|1196.1300000000008
2323|7C487F8C80|1125.0
2323|4EFE5370C1|1043.4500000000016
2323||1036.6400000000006
2323|F5580C2C9D|1009.9000000000027
2323|06305F6F3C|928.9799999999983
2323|5CB5899305|900.9700000000039
2323|A6969FF78E|881.9599999999999
2323|EDD7CCF0B6|877.7400000000015
2323|5403D01267|865.3400000000013
2323|A08244997D|864.8099999999987
2323|9981200416|859.9700000000006
2323|9494470974|856.5100000000001
2323|0129F49447|853.8599999999992
2323|87E61B8BAF|842.819999999998
2323|C889623278|828.9699999999997
2323|C52E1CC74D|800.0000000000023
2323|AD9CB3EF15|791.529999999999
2323|A7BC716F19|782.7299999999988
2323|DD500343FC|762.5699999999995
2323|E9337FAF1A|760.7399999999998
2323|3F179BC272|729.5900000000014
2323|142E4CDF46|729.4800000000005
2323|D5AC38C674|692.3299999999999
2323|A8CA2080B6|687.1400000000009
2323|858E7CFAA7|679.36
2323|7D2121011A|677.93
2323|8EB901E406|664.0400000000001
2323|7028262245|656.0600000000001
2323|6DF1EC5E22|637.58
2323|8857C0A6DA|635.1099999999996
2323|FBA9EE4BC0|623.7399999999996
2323|9B9A14C482|582.8800000000006
2323|E4164FC599|572.8800000000001
2323|7430FBDC1C|572.4100000000003
2323|C4774E8534|568.6199999999995
2323|BF4FA3E8D2|523.6000000000005
2323|216C1A4020|518.5400000000003
2323|ED14CF5756|493.36000000000024
2323|B218B378A1|493.3400000000004
2323|34E32D45CE|491.93999999999994
2323|92B6FCA35A|485.5600000000002
2323|E31E0AF84F|472.86000000000007
2323|AC5F1E4CFC|469.3900000000004
2323|87CA6E9DBB|469.3699999999996
2323|972E1843B1|465.28999999999996
2323|561252696D|464.3299999999998
2323|E63E6B387B|450.0300000000002
2323|58BF68ADF2|442.7200000000002
2323|927CAD2EA7|431.4399999999996
2323|6B7A2A6B60|427.1800000000002
2323|24AB4E6695|425.35999999999984
2323|6CCD4BDD66|416.28000000000037
2323|C5D35B8575|415.2199999999999
2323|54D6B45710|399.77999999999986
2323|1AE61D905A|398.67000000000047
2323|D69E7F834D|398.15999999999985
2323|E36D35661B|393.8599999999997
2323|DE9FA22B57|389.2299999999999
2323|A5E0946B7D|387.36000000000024
2323|4C89B9B9B1|381.7800000000004
2323|9E46440D8E|380.02000000000015
2323|83CBA23EED|378.87999999999977
2323|C7839D8D3F|377.52999999999986
2323|AD482622FA|374.1699999999997
2323|5CCA0979DA|371.00000000000074
2323|7078F09F68|368.02
2323|B2D476966B|367.9799999999999
2323|BC7A94E404|361.99999999999994
2323|98DCD635BC|359.2099999999999
2323|7D26EB4E51|358.4900000000002
2323|FD62B951BC|354.48
2323|949924F575|354.0
2323|02B882D734|350.74
2323|233C85AB95|349.25999999999965
2323|B69E34D596|348.39999999999975
2323|30F3FF24FA|346.93999999999994
2323|972B18A95C|346.93999999999966
2323|1B18D3D36B|341.73000000000036
2323|0C149E686C|341.4199999999998
2323|58283A14DC|341.3699999999995
2323|C9461FAFCB|339.49000000000007
2323|AC256F4957|337.8400000000002
2323|04276711DA|336.94999999999976
2323|3A0D73C25C|336.37
2323|F70E313A66|335.1699999999997
2323|94DCEA9C21|334.59999999999985
2323|4EC4F33E9B|334.35
2323|8D7C8BFE77|331.0600000000001
2323|3BD5C48DEB|329.73000000000025
2323|9FBECBFF91|328.03999999999996
2323|54C119533D|325.9299999999998
