code_magasin|identifiant_produit|ca
6836||1615.2700000000073
6836|4018ED915B|186.20000000000002
6836|6FDD46629F|89.64
6836|3162879157|83.40000000000002
6836|282DA7863E|82.49000000000001
6836|8EAA95427E|63.139999999999986
6836|3D4836DA9F|63.139999999999986
6836|E0ACEABEDB|55.84000000000002
6836|3DC725F503|54.02
6836|561B506ECD|47.41
6836|935AF6C985|46.07
6836|133A3BE815|42.56
6836|708B240127|38.690000000000005
6836|75559A0975|36.02
6836|6264036D76|35.239999999999995
6836|97A21DA89D|34.92
6836|473425B61F|34.42
6836|4664400A24|31.559999999999995
6836|D07D83C47A|31.550000000000004
6836|521343B3FA|30.800000000000004
6836|A765D4519A|27.72
6836|A7D042751D|26.97
6836|220A531575|26.44
6836|EE25E252CA|25.490000000000002
6836|2063F8F403|23.4
6836|EBDD1A599B|21.03
6836|202CA3FC2C|20.009999999999998
6836|82FAF809E1|19.5
6836|7575C6754F|19.22
6836|E49AF56048|19.2
6836|BEA5897A4B|19.11
6836|8F62EC1B65|18.64
6836|C4774E8534|18.58
6836|765C0988F4|18.44
6836|6F3C823D18|18.080000000000002
6836|73F58D40EB|16.64
6836|5443D7D8A5|16.61
6836|8930134CF4|16.53
6836|0FB4A6148E|15.0
6836|749DA27E85|14.88
6836|F5E6FAB39F|14.4
6836|4621BE834D|13.98
6836|2E2B601124|13.540000000000001
6836|0AEFCF23BF|13.16
6836|B935B26A8A|12.56
6836|EE91F8127C|12.36
6836|33FC035B37|11.3
6836|AD3C64665A|11.3
6836|82ECA4B6EB|11.149999999999999
6836|6BEC21A0AE|9.99
6836|61EEC4E212|9.83
6836|B2193713C3|9.73
6836|A7643AF56F|9.67
6836|F9EDFBAB13|9.6
6836|4908BFF616|9.55
6836|7D55DCCD53|9.38
6836|4C3089CF77|9.3
6836|94142D425A|9.29
6836|949AF987F3|9.24
6836|430771DDE3|9.2
6836|9A126E29A0|9.16
6836|9EBCAFF06E|9.14
6836|1C3199EAF9|9.06
6836|25833A42D9|8.87
6836|918C5E22F8|8.79
6836|D946AE4099|8.719999999999999
6836|8955C253C1|8.69
6836|A34A891DA8|8.57
6836|6AF2F5D59F|8.55
6836|718A9E0506|8.46
6836|AE11F8B604|8.36
6836|FE507CBDB4|8.33
6836|B58EF01871|8.27
6836|D6E916EA1B|8.22
6836|3DA74FAC68|8.03
6836|00799B6A66|8.0
6836|9BA4CA7307|7.97
6836|EDC932AABA|7.71
6836|480E3AF027|7.66
6836|5E68FF1C11|7.51
6836|19F850D3E1|7.23
6836|63737AB697|6.98
6836|8167EB5F6D|6.88
6836|F3888D303A|6.75
6836|957BE5304A|6.1
6836|D092279CD0|6.09
6836|639F774947|6.0
6836|FF9FED15A8|5.99
6836|B58305C978|5.99
6836|CF52F9085E|5.94
6836|A1007EDD9E|5.91
6836|1FB62DEDC6|5.82
6836|1E61F8D500|5.65
6836|1D3C8241F4|5.59
6836|18C38F2585|5.52
6836|D2433D9859|5.45
6836|F79E192513|5.38
6836|F7155B3BCE|5.2
6836|1EC2A95960|5.09
6836|2A7F86FA68|4.77
