code_magasin|identifiant_produit|ca
83238|33F8B18F21|3556.899999999996
83238|B96DF24094|3495.609999999992
83238|AFF3AE8F2B|2776.0900000000156
83238|EC7E584D80|2378.0700000000024
83238|675D3B0071|2283.0499999999965
83238|81C19327AF|2238.3500000000004
83238|4F40964261|2206.130000000002
83238|EE5E6511F7|2060.4400000000014
83238|6BD9FFC2F3|2040.1900000000126
83238|E415A2CE3C|1772.8400000000022
83238|1073F6DF5D|1338.3299999999974
83238|70210CC83B|1323.129999999998
83238|E69B12F227|1301.9500000000041
83238|08861060A5|1187.1900000000003
83238|A3437CAD1F|1160.769999999999
83238|55595ABC84|1151.3499999999983
83238|85EE2F889E|1112.960000000001
83238|0D9900ED89|1093.8100000000006
83238|CA1CCEBBCC|1050.2000000000014
83238|782CA2BB9A|1022.1199999999998
83238|BF52A5D610|1014.8399999999998
83238|686C956144|983.7200000000009
83238|277A51688B|963.5699999999996
83238|331F558F89|891.04
83238|12285FA66C|878.65
83238|5BA4C008FB|854.96
83238|D5F649E350|832.5899999999992
83238|A8A6117F83|829.2299999999999
83238|58373BDF84|725.1699999999993
83238|961B725BE4|717.3600000000005
83238|82046E7769|713.7199999999999
83238|EF77657EF8|699.5000000000005
83238|5BF9FF96DF|690.3099999999968
83238|338B047DEE|675.6199999999998
83238|8B70E0048E|654.2800000000002
83238|3D13393357|648.3800000000003
83238|91B96C9736|637.5399999999988
83238|58BD8366A5|623.8900000000003
83238|FCDA06BA89|620.26
83238|97F981870F|611.8200000000003
83238|7F4BD6B196|611.2800000000004
83238|23BDB45D0C|601.68
83238|2427077418|594.2299999999999
83238|2F9D64E177|590.9399999999998
83238|827CD5593C|589.0400000000009
83238|C4F9E7B837|584.5999999999993
83238|B3CAD6A40A|583.800000000003
83238|CC730168B4|573.8999999999997
83238|A734EB6AA2|571.0199999999999
83238|12937A2BE5|569.2200000000001
83238|054BC40B7E|560.0400000000001
83238|E87AC2ED2F|545.0700000000002
83238|EEEA6B1C42|544.34
83238|F3C62D6101|540.55
83238|B919E0721F|540.4400000000005
83238|91C9942D49|540.4
83238|EBB0925970|537.2900000000005
83238|BBE3F800F4|531.9900000000002
83238|972B18A95C|521.5900000000001
83238|32EF37D75C|520.7999999999998
83238|D8B99F7F5B|520.1100000000005
83238|73E22EEE5F|518.43
83238|BE01893443|514.8099999999996
83238|836B0F0F4C|513.5900000000001
83238|E7D7EE990E|510.73999999999984
83238|14537CE2DD|506.4799999999998
83238|77C25CDBFF|504.84999999999997
83238|21AAE3A92C|504.1999999999999
83238|942FABCE61|502.58999999999986
83238|A63760DBC7|500.00000000000017
83238|E9495106EC|495.01
83238|ACFD6E79A9|493.7700000000001
83238|9CA27CAAE8|493.0600000000001
83238|859790EE6C|491.3800000000007
83238|10B09F0375|488.38000000000034
83238|4F33B8F4AF|481.12
83238|055ADC720A|480.0799999999999
83238|A808AD469D|478.7099999999999
83238|3192DCDE97|471.33999999999986
83238|CD74AC556A|469.02999999999986
83238|F38F7DEDBA|465.8900000000002
83238|4909F5D336|465.2900000000002
83238|B5E98E303E|464.5899999999999
83238|DE087DC7EC|463.23
83238|C458FE0E19|456.98000000000013
83238|62F4CB4E6C|456.62
83238|96AF92F651|448.36999999999966
83238|0E512EEC94|447.06000000000006
83238|6E2A50F183|443.18000000000023
83238|A2A369E4B6|438.65999999999985
83238|B4F4EFAA81|436.5299999999997
83238|A5447EA3B8|435.2300000000003
83238|222DBD580A|432.0599999999997
83238|0E20056C58|431.79999999999944
83238|D236767E48|425.60999999999973
83238|C22DC3D4FF|425.3699999999996
83238|87C27CF9F8|422.58000000000055
83238|8FDC183EE5|422.51000000000016
83238|BCF1C66A51|417.3999999999998
83238|547BC3A238|416.47
