code_magasin|identifiant_produit|ca
06196|11D6A71AF4|769.6599999999995
06196|D3C7A0E72A|196.48
06196|1D7E27D01D|170.81
06196|2D412CD3E5|140.55
06196|D27E955E66|133.67000000000002
06196|1048AD4061|132.12000000000003
06196|A2353C3A64|126.29999999999997
06196|12F078CD70|123.13999999999997
06196|7130976CC8|119.00000000000001
06196|5C872189EA|118.35000000000001
06196|B966B91BC8|114.23999999999997
06196|4D22D0E3FE|108.48999999999995
06196|72093D03D4|106.15
06196|299EA20198|101.96999999999997
06196|C95AEC427C|100.62000000000003
06196|A7C007F2ED|97.46
06196|0B622E5F0A|96.59999999999998
06196|D0F5F4BFA5|93.6
06196|A86DE929A6|92.07000000000001
06196|87E61B8BAF|91.25999999999998
06196|13E500EE46|89.72000000000004
06196|A8D2D3732C|87.30000000000003
06196|402B7296D2|86.64
06196|E93ACA54B6|85.32000000000002
06196|FD95B10FC9|84.35999999999999
06196|3C86110E83|83.37
06196|43E0E7CEFF|81.06
06196|76DA7C78DD|80.51999999999998
06196|7FA94A2EAA|79.21000000000001
06196|6B57A4321C|78.40000000000002
06196|2500AC543F|77.46000000000001
06196|4545B465C6|77.27999999999999
06196|D69EAF8739|74.78999999999999
06196|ED96CB7FD4|72.41
06196|618D970D93|71.2
06196|8C68B59C37|70.4
06196|5DD10AD329|70.02
06196|5615B48285|69.23
06196|1B4AF061D9|68.64
06196|44A90B9AFC|67.84999999999998
06196|BA5D2EA2F3|67.61000000000001
06196|999465FDBD|67.03999999999999
06196|92328AD08C|66.96000000000001
06196|942FABCE61|66.36000000000001
06196|F6D3D15C17|66.21000000000001
06196|0468862CF0|64.09999999999998
06196|233C85AB95|62.93
06196|9CE00975D1|62.68999999999999
06196|132C7C2CD6|62.49
06196|2DFE000DF7|60.42
06196|49524DECD4|59.919999999999995
06196|9B2C50CC08|59.16
06196|6EDF92E75F|58.110000000000014
06196|43FBC3731C|57.84000000000002
06196|08D9C3EE80|56.129999999999995
06196|4663684251|55.94999999999999
06196|859790EE6C|55.540000000000006
06196|933EB8EB6A|55.38000000000001
06196|58373BDF84|55.34999999999999
06196|110D3ED365|54.599999999999994
06196|E08F35A712|54.56999999999999
06196|0A5C34E0D3|53.68
06196|94C35DCBBA|53.12999999999999
06196|B19B5A2F8D|52.02
06196|43F3A96393|51.959999999999994
06196|1C5AE627F1|51.199999999999996
06196|9E27EB9C3C|50.73999999999999
06196|8A41875EEA|50.709999999999994
06196|EFE48ACA96|50.39999999999999
06196|56BC2DAF75|50.269999999999996
06196|725304D137|49.559999999999995
06196|81F3733615|48.94
06196|C1693F8103|48.93000000000001
06196|02FB0853D4|48.849999999999994
06196|B1D765E959|48.76
06196|71ED436867|48.5
06196|58AFA4A9DF|48.419999999999995
06196|21139E2B34|48.199999999999996
06196|249DEAEB76|47.82000000000001
06196|81728189EB|47.56
06196|E4E165AFD5|46.91000000000001
06196|E099C94E09|46.86
06196|CF5DC9F02B|46.7
06196|2EC2D3F87D|46.449999999999996
06196|A1566A0080|46.31
06196|DA3E567FE1|46.28000000000001
06196|1174BED2AC|46.08
06196|BAEB404EE6|45.99
06196|11396CBE18|45.9
06196|28EAFCC7EB|45.839999999999996
06196|07F667D3FE|45.71
06196|B6B9BE7EE8|45.38000000000001
06196|01A1EAE19A|45.27
06196|A6ACA5708B|45.12
06196|56489989E0|44.98
06196|029C84A644|44.73
06196|EA65A788EA|44.290000000000006
06196|196C5877CD|44.1
06196|8524A224F3|43.84
06196|80A18B795C|43.53
